"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 02, 2020","6.68","6.73","6.86","6.57","69.78M","-1.62%"
"Dec 01, 2020","6.79","7.12","7.15","6.68","91.64M","-4.63%"
"Nov 30, 2020","7.12","7.02","7.23","6.95","62.01M","1.86%"
"Nov 27, 2020","6.99","7.10","7.16","6.91","34.49M","-0.85%"
"Nov 26, 2020","7.05","6.70","7.15","6.68","63.09M","6.02%"
"Nov 25, 2020","6.65","6.82","6.88","6.60","76.22M","-2.21%"
"Nov 24, 2020","6.80","6.89","6.97","6.80","89.73M","-7.48%"
"Nov 23, 2020","7.35","7.29","7.44","7.26","48.29M","0.82%"
"Nov 20, 2020","7.29","7.00","7.35","6.94","70.06M","5.04%"
"Nov 19, 2020","6.94","6.90","6.97","6.84","46.11M","-1.00%"
"Nov 18, 2020","7.01","7.09","7.12","6.83","58.66M","0.14%"
"Nov 17, 2020","7.00","6.60","7.15","6.15","180.21M","-2.78%"
"Nov 16, 2020","7.20","7.73","7.74","7.20","79.76M","-7.46%"
"Nov 13, 2020","7.78","7.81","7.83","7.68","38.34M","1.04%"
"Nov 12, 2020","7.70","7.80","7.84","7.63","50.64M","-2.04%"
"Nov 11, 2020","7.86","7.79","7.96","7.62","61.14M","0.77%"
"Nov 10, 2020","7.80","7.64","8.05","7.52","139.72M","-8.02%"
"Nov 09, 2020","8.48","8.51","8.69","8.42","29.13M","-0.24%"
"Nov 06, 2020","8.50","8.35","8.52","8.25","39.00M","2.41%"
"Nov 05, 2020","8.30","7.96","8.31","7.90","50.89M","2.47%"
"Nov 04, 2020","8.10","8.28","8.36","8.01","43.86M","-2.64%"
"Nov 03, 2020","8.32","8.41","8.52","8.28","21.80M","-0.83%"
"Nov 02, 2020","8.39","8.54","8.56","8.10","34.89M","-2.10%"
"Oct 30, 2020","8.57","8.80","8.83","8.53","26.13M","-2.39%"
"Oct 28, 2020","8.78","9.00","9.00","8.72","20.10M","-1.46%"
"Oct 27, 2020","8.91","8.70","8.99","8.65","32.90M","2.41%"
"Oct 26, 2020","8.70","8.75","8.86","8.41","44.02M","0.00%"
"Oct 23, 2020","8.70","8.93","8.96","8.63","33.60M","-2.25%"
"Oct 22, 2020","8.90","8.80","9.08","8.69","42.42M","0.23%"
"Oct 21, 2020","8.88","9.48","9.49","8.59","80.94M","-6.33%"
"Oct 20, 2020","9.48","9.59","9.65","9.44","33.98M","-1.25%"
"Oct 19, 2020","9.60","9.38","9.72","9.35","52.64M","2.78%"
"Oct 16, 2020","9.34","9.40","9.46","9.31","36.96M","0.00%"
"Oct 15, 2020","9.34","9.50","9.60","9.23","51.35M","-1.48%"
"Oct 14, 2020","9.48","9.11","9.53","9.08","83.49M","4.29%"
"Oct 13, 2020","9.09","8.97","9.10","8.95","49.18M","1.34%"
"Oct 12, 2020","8.97","8.81","8.98","8.76","39.59M","1.82%"
"Oct 09, 2020","8.81","8.76","8.84","8.74","24.90M","0.11%"
"Oct 08, 2020","8.80","8.83","8.88","8.67","21.82M","0.00%"
"Oct 07, 2020","8.80","8.60","8.88","8.52","41.39M","1.85%"
"Oct 06, 2020","8.64","8.96","9.00","8.52","48.35M","-3.14%"
"Oct 05, 2020","8.92","8.77","9.05","8.72","78.60M","1.83%"
"Oct 02, 2020","8.76","8.43","8.78","8.33","63.44M","3.91%"
"Oct 01, 2020","8.43","8.29","8.47","8.20","23.09M","1.57%"
"Sep 30, 2020","8.30","8.47","8.54","8.30","25.81M","-2.01%"
"Sep 29, 2020","8.47","8.80","8.84","8.33","48.26M","-3.42%"
"Sep 28, 2020","8.77","8.90","8.98","8.73","53.22M","-0.34%"
"Sep 25, 2020","8.80","8.77","8.95","8.55","76.30M","2.92%"
"Sep 24, 2020","8.55","8.00","8.62","7.98","98.43M","6.61%"
"Sep 23, 2020","8.02","8.00","8.18","7.82","53.31M","-0.12%"
"Sep 22, 2020","8.03","7.98","8.16","7.89","58.57M","0.37%"
"Sep 21, 2020","8.00","8.06","8.22","7.79","56.98M","0.25%"
"Sep 18, 2020","7.98","7.81","8.25","7.43","91.35M","2.44%"
"Sep 17, 2020","7.79","8.78","8.82","7.79","198.96M","-7.59%"
"Sep 15, 2020","8.43","8.48","8.50","8.11","85.72M","-1.75%"
"Sep 14, 2020","8.58","8.35","8.76","8.20","143.42M","10.57%"
"Sep 11, 2020","7.76","6.45","8.03","6.15","226.35M","20.31%"
"Sep 10, 2020","6.45","7.30","7.44","6.11","168.85M","-9.79%"
"Sep 09, 2020","7.15","7.55","7.64","7.04","135.61M","-6.41%"
"Sep 08, 2020","7.64","8.35","8.43","7.50","93.83M","-7.73%"
"Sep 07, 2020","8.28","8.36","8.59","8.10","29.27M","-1.19%"
"Sep 04, 2020","8.38","8.20","8.74","8.09","37.01M","0.12%"
"Sep 03, 2020","8.37","8.80","9.46","8.11","106.37M","-3.68%"
"Sep 02, 2020","8.69","8.83","8.87","8.63","31.19M","-1.59%"
"Sep 01, 2020","8.83","9.00","9.05","8.80","47.04M","0.80%"
"Aug 28, 2020","8.76","8.69","8.83","8.63","51.03M","-0.45%"
"Aug 27, 2020","8.80","8.75","8.87","8.51","50.99M","0.23%"
"Aug 26, 2020","8.78","8.33","8.82","8.29","68.98M","3.66%"
"Aug 25, 2020","8.47","9.20","9.27","8.25","97.70M","-8.92%"
"Aug 24, 2020","9.30","9.33","9.51","9.24","51.49M","-0.32%"
"Aug 21, 2020","9.33","8.96","9.36","8.90","54.30M","3.09%"
"Aug 19, 2020","9.05","8.53","9.15","8.51","78.39M","4.14%"
"Aug 18, 2020","8.69","7.43","8.70","7.21","102.55M","16.33%"
"Aug 17, 2020","7.47","7.85","8.07","7.13","81.67M","-5.92%"
"Aug 14, 2020","7.94","8.37","8.43","7.77","79.16M","-4.68%"
"Aug 13, 2020","8.33","8.40","8.62","8.20","54.25M","1.96%"
"Aug 12, 2020","8.17","8.77","8.90","7.89","90.29M","-10.22%"
"Aug 11, 2020","9.10","9.43","9.59","9.03","38.21M","0.33%"
"Aug 10, 2020","9.07","9.33","9.34","8.69","46.52M","-67.77%"
"Aug 08, 2020","28.14","28.14","28.14","28.14","-","200.00%"
"Aug 07, 2020","9.38","9.49","9.77","9.37","39.42M","-0.95%"
"Aug 06, 2020","9.47","9.50","9.50","9.30","23.06M","1.72%"
"Aug 05, 2020","9.31","9.45","9.61","9.27","56.17M","-1.48%"
"Aug 04, 2020","9.45","9.01","9.46","8.32","98.92M","5.47%"
"Aug 03, 2020","8.96","8.67","8.96","8.65","46.36M","3.82%"
"Jul 30, 2020","8.63","8.85","8.85","8.51","43.13M","-0.92%"
"Jul 29, 2020","8.71","8.78","8.99","8.57","61.00M","-1.02%"
"Jul 28, 2020","8.80","8.63","8.87","8.53","81.17M","1.97%"
"Jul 27, 2020","8.63","8.67","8.77","8.44","57.50M","1.77%"
"Jul 24, 2020","8.48","8.66","8.77","8.37","76.84M","-2.64%"
"Jul 23, 2020","8.71","8.26","8.71","8.17","74.32M","5.83%"
"Jul 22, 2020","8.23","8.40","8.41","8.11","46.21M","-0.96%"
"Jul 21, 2020","8.31","8.20","8.47","8.09","103.86M","0.48%"
"Jul 20, 2020","8.27","8.03","8.73","7.89","129.12M","7.96%"
"Jul 17, 2020","7.66","6.53","7.67","6.53","169.68M","16.59%"
"Jul 16, 2020","6.57","7.25","7.84","7.01","77.12M","-9.63%"
"Jul 15, 2020","7.27","7.72","7.93","7.17","62.04M","-5.83%"
"Jul 14, 2020","7.72","8.13","8.39","6.83","116.38M","-3.50%"
"Jul 13, 2020","8.00","7.50","8.17","7.47","97.66M","9.44%"
"Jul 10, 2020","7.31","7.00","7.33","7.00","61.85M","3.54%"
"Jul 09, 2020","7.06","6.85","7.14","6.76","69.29M","3.07%"
"Jul 08, 2020","6.85","6.77","6.89","6.74","42.14M","0.44%"
"Jul 07, 2020","6.82","6.87","6.99","6.50","70.99M","2.56%"
"Jul 06, 2020","6.65","6.18","6.88","6.18","120.14M","8.13%"
"Jul 03, 2020","6.15","5.93","6.16","5.77","52.07M","5.49%"
"Jul 02, 2020","5.83","5.72","5.98","5.71","65.86M","2.10%"
"Jul 01, 2020","5.71","5.41","5.73","5.37","68.13M","6.33%"
"Jun 30, 2020","5.37","5.33","5.47","5.27","60.47M","2.68%"
"Jun 29, 2020","5.23","4.97","5.27","4.93","73.24M","5.23%"
"Jun 26, 2020","4.97","5.17","5.17","4.93","42.71M","-3.87%"
"Jun 25, 2020","5.17","5.13","5.21","5.11","49.93M","-0.58%"
"Jun 24, 2020","5.20","5.23","5.23","5.15","26.57M","-0.19%"
"Jun 23, 2020","5.21","5.23","5.25","5.07","48.06M","0.19%"
"Jun 22, 2020","5.20","5.10","5.27","5.07","48.58M","1.36%"
"Jun 19, 2020","5.13","4.77","5.13","4.67","110.75M","4.69%"
"Jun 18, 2020","4.90","5.20","5.27","4.81","125.06M","-6.31%"
"Jun 17, 2020","5.23","5.45","5.46","5.17","46.99M","-1.69%"
"Jun 16, 2020","5.32","5.33","5.43","5.17","62.13M","4.93%"
"Jun 15, 2020","5.07","5.73","5.75","5.00","115.99M","-9.95%"
"Jun 12, 2020","5.63","5.19","5.76","5.17","61.33M","1.08%"
"Jun 11, 2020","5.57","5.74","6.00","5.53","152.70M","-2.11%"
"Jun 10, 2020","5.69","5.67","5.73","5.57","51.45M","0.35%"
"Jun 09, 2020","5.67","5.57","5.75","5.50","77.94M","3.85%"
"Jun 05, 2020","5.46","5.39","5.58","5.33","91.43M","6.02%"
"Jun 04, 2020","5.15","4.77","5.17","4.51","128.55M","5.10%"
"Jun 03, 2020","4.90","4.92","4.92","3.53","125.27M","-0.61%"
"Jun 02, 2020","4.93","4.93","5.19","4.70","84.80M","-4.83%"
"Jun 01, 2020","5.18","4.60","5.41","4.57","100.90M","16.93%"
"May 29, 2020","4.43","4.40","4.55","4.37","109.07M","1.37%"
"May 28, 2020","4.37","4.33","4.52","4.16","106.65M","1.86%"
"May 27, 2020","4.29","4.17","4.44","4.17","97.02M","8.88%"
"May 22, 2020","3.94","3.92","4.04","3.88","57.54M","1.29%"
"May 21, 2020","3.89","3.67","4.05","3.63","45.47M","8.06%"
"May 20, 2020","3.60","3.53","3.60","3.46","41.29M","3.15%"
"May 19, 2020","3.49","3.47","3.52","3.35","43.56M","-0.29%"
"May 18, 2020","3.50","3.46","3.59","3.39","47.71M","1.16%"
"May 15, 2020","3.46","3.51","3.57","3.36","44.65M","0.87%"
"May 14, 2020","3.43","3.15","3.51","3.14","129.29M","10.65%"
"May 13, 2020","3.10","2.83","3.12","2.83","117.17M","16.54%"
"May 12, 2020","2.66","2.46","2.76","2.46","56.54M","9.02%"
"May 08, 2020","2.44","2.37","2.46","2.37","32.91M","3.39%"
"May 06, 2020","2.36","2.39","2.41","2.36","15.52M","-1.67%"
"May 05, 2020","2.40","2.40","2.42","2.39","8.43M","0.00%"
"May 04, 2020","2.40","2.42","2.42","2.36","16.14M","-0.83%"
"Apr 30, 2020","2.42","2.43","2.44","2.41","30.35M","0.00%"
"Apr 29, 2020","2.42","2.42","2.43","2.41","12.24M","0.41%"
"Apr 28, 2020","2.41","2.40","2.42","2.40","20.61M","0.42%"
"Apr 27, 2020","2.40","2.41","2.44","2.40","23.85M","0.42%"
"Apr 24, 2020","2.39","2.31","2.40","2.31","40.66M","3.91%"
"Apr 23, 2020","2.30","2.30","2.33","2.29","30.08M","0.88%"
"Apr 22, 2020","2.28","2.16","2.28","2.14","43.14M","5.07%"
"Apr 21, 2020","2.17","2.25","2.25","2.15","20.57M","-3.56%"
"Apr 20, 2020","2.25","2.29","2.29","2.25","19.57M","-0.88%"
"Apr 17, 2020","2.27","2.27","2.29","2.24","26.31M","1.34%"
"Apr 16, 2020","2.24","2.25","2.26","2.23","21.14M","-0.44%"
"Apr 15, 2020","2.25","2.24","2.26","2.24","21.08M","0.90%"
"Apr 14, 2020","2.23","2.26","2.26","2.22","10.28M","0.45%"
"Apr 13, 2020","2.22","2.17","2.28","2.17","20.27M","2.30%"
"Apr 10, 2020","2.17","2.16","2.17","2.15","6.17M","0.46%"
"Apr 09, 2020","2.16","2.16","2.17","2.15","28.56M","0.93%"
"Apr 08, 2020","2.14","2.15","2.15","2.14","20.68M","-0.93%"
"Apr 07, 2020","2.16","2.16","2.17","2.14","33.49M","0.93%"
"Apr 06, 2020","2.14","2.14","2.17","2.13","23.09M","0.47%"
"Apr 03, 2020","2.13","2.13","2.14","2.12","33.11M","0.00%"
"Apr 02, 2020","2.13","2.15","2.16","2.12","24.29M","0.00%"
"Apr 01, 2020","2.13","2.15","2.16","2.11","15.30M","-0.93%"
"Mar 31, 2020","2.15","2.15","2.17","2.11","32.70M","0.94%"
"Mar 30, 2020","2.13","2.13","2.15","2.11","23.86M","0.95%"
"Mar 27, 2020","2.11","2.11","2.16","2.08","30.13M","1.93%"
"Mar 26, 2020","2.07","2.07","2.07","2.05","26.05M","0.00%"
"Mar 25, 2020","2.07","2.07","2.09","2.01","29.88M","1.47%"
"Mar 24, 2020","2.04","2.04","2.08","2.04","32.38M","0.00%"
"Mar 23, 2020","2.04","2.05","2.08","2.00","40.37M","-2.39%"
"Mar 20, 2020","2.09","2.00","2.09","1.92","66.59M","7.18%"
"Mar 19, 2020","1.95","1.91","1.96","1.89","36.70M","1.56%"
"Mar 18, 2020","1.92","1.96","2.04","1.88","39.38M","-1.54%"
"Mar 17, 2020","1.95","1.90","1.95","1.76","87.90M","-0.51%"
"Mar 16, 2020","1.96","2.10","2.10","1.93","58.55M","-5.77%"
"Mar 13, 2020","2.08","2.10","2.17","1.99","65.93M","-4.15%"
"Mar 12, 2020","2.17","2.13","2.23","2.13","73.94M","3.83%"
"Mar 11, 2020","2.09","2.05","2.10","2.03","51.67M","2.96%"
"Mar 10, 2020","2.03","2.02","2.07","2.01","53.23M","-0.49%"
"Mar 09, 2020","2.04","2.01","2.05","1.97","54.50M","2.00%"
"Mar 06, 2020","2.00","1.91","2.03","1.91","109.15M","4.71%"
"Mar 05, 2020","1.91","1.90","1.92","1.90","28.81M","0.53%"
"Mar 04, 2020","1.90","1.93","1.93","1.87","82.79M","0.00%"
"Mar 03, 2020","1.90","1.92","1.95","1.87","19.50M","1.60%"
"Mar 02, 2020","1.87","1.88","1.90","1.83","24.03M","-0.53%"
"Feb 28, 2020","1.88","1.89","1.91","1.87","38.26M","-1.05%"
"Feb 27, 2020","1.90","1.90","1.93","1.89","19.62M","0.53%"
"Feb 26, 2020","1.89","1.87","1.91","1.87","42.06M","1.07%"
"Feb 25, 2020","1.87","1.81","1.89","1.80","73.49M","3.31%"
"Feb 24, 2020","1.81","1.75","1.84","1.71","73.10M","2.84%"
"Feb 21, 2020","1.76","1.75","1.82","1.75","39.63M","-0.56%"
"Feb 20, 2020","1.77","1.80","1.81","1.75","49.18M","-2.21%"
"Feb 19, 2020","1.81","1.88","1.88","1.79","44.85M","-3.72%"
"Feb 18, 2020","1.88","1.89","1.90","1.88","15.39M","-0.53%"
"Feb 17, 2020","1.89","1.95","1.96","1.88","29.25M","-3.08%"
"Feb 14, 2020","1.95","1.95","1.96","1.95","24.37M","0.00%"
"Feb 13, 2020","1.95","1.95","1.96","1.94","14.10M","0.00%"
"Feb 12, 2020","1.95","1.92","1.96","1.92","71.92M","2.09%"
"Feb 11, 2020","1.91","1.92","1.93","1.91","31.60M","0.00%"
"Feb 10, 2020","1.91","1.91","1.92","1.90","36.19M","1.06%"
"Feb 07, 2020","1.89","1.88","1.92","1.87","28.93M","1.07%"
"Feb 06, 2020","1.87","1.88","1.89","1.86","57.64M","-0.53%"
"Feb 05, 2020","1.88","1.90","1.91","1.86","78.52M","-1.05%"
"Feb 04, 2020","1.90","1.93","1.94","1.89","53.58M","-1.55%"
"Feb 03, 2020","1.93","1.95","1.98","1.90","46.56M","-1.03%"
"Jan 31, 2020","1.95","1.96","1.99","1.95","57.86M","-0.51%"
"Jan 30, 2020","1.96","1.97","1.97","1.91","82.79M","0.51%"
"Jan 29, 2020","1.95","2.00","2.01","1.87","116.29M","-2.50%"
"Jan 28, 2020","2.00","1.96","2.03","1.94","97.60M","8.11%"
"Jan 24, 2020","1.85","1.79","1.87","1.79","50.84M","3.35%"
"Jan 23, 2020","1.79","1.82","1.84","1.77","73.90M","-1.10%"
"Jan 22, 2020","1.81","1.74","1.82","1.74","138.60M","6.47%"
"Jan 21, 2020","1.70","1.61","1.72","1.61","99.84M","5.59%"
"Jan 20, 2020","1.61","1.59","1.61","1.59","15.04M","1.26%"
"Jan 17, 2020","1.59","1.57","1.59","1.57","31.24M","1.27%"
"Jan 16, 2020","1.57","1.58","1.58","1.56","10.96M","-1.87%"
"Jan 15, 2020","1.60","1.55","1.60","1.54","6.50M","3.23%"
"Jan 14, 2020","1.55","1.56","1.56","1.54","3.32M","0.00%"
"Jan 13, 2020","1.55","1.54","1.56","1.53","4.75M","0.65%"
"Jan 10, 2020","1.54","1.53","1.54","1.52","4.07M","0.65%"
"Jan 09, 2020","1.53","1.55","1.56","1.52","9.22M","-0.65%"
"Jan 08, 2020","1.54","1.55","1.56","1.54","10.37M","-0.65%"
"Jan 07, 2020","1.55","1.55","1.57","1.54","10.41M","0.00%"
"Jan 06, 2020","1.55","1.56","1.56","1.53","2.67M","-0.64%"
"Jan 03, 2020","1.56","1.55","1.57","1.53","6.67M","0.65%"
"Jan 02, 2020","1.55","1.57","1.58","1.54","4.56M","-1.27%"
"Dec 31, 2019","1.57","1.58","1.58","1.56","10.89M","-0.63%"
"Dec 30, 2019","1.58","1.59","1.59","1.58","3.15M","-0.63%"
"Dec 27, 2019","1.59","1.59","1.59","1.57","11.34M","0.63%"
"Dec 26, 2019","1.58","1.60","1.60","1.58","1.93M","-1.25%"
"Dec 24, 2019","1.60","1.59","1.60","1.57","3.38M","0.63%"
"Dec 23, 2019","1.59","1.60","1.60","1.57","4.40M","-0.62%"
"Dec 20, 2019","1.60","1.60","1.60","1.58","17.24M","0.00%"
"Dec 19, 2019","1.60","1.60","1.60","1.58","18.62M","0.00%"
"Dec 18, 2019","1.60","1.57","1.61","1.57","29.54M","3.23%"
"Dec 17, 2019","1.55","1.48","1.55","1.47","17.11M","4.73%"
"Dec 16, 2019","1.48","1.47","1.49","1.45","6.74M","1.37%"
"Dec 13, 2019","1.46","1.50","1.50","1.45","4.36M","-1.35%"
"Dec 12, 2019","1.48","1.49","1.50","1.48","2.50M","0.00%"
"Dec 11, 2019","1.48","1.47","1.50","1.47","2.53M","0.68%"
"Dec 10, 2019","1.47","1.45","1.48","1.45","3.12M","2.08%"
"Dec 09, 2019","1.44","1.48","1.48","1.44","2.88M","-2.04%"
"Dec 06, 2019","1.47","1.47","1.49","1.47","3.37M","0.00%"
"Dec 05, 2019","1.47","1.46","1.48","1.46","2.14M","0.68%"
"Dec 04, 2019","1.46","1.47","1.47","1.46","5.71M","-0.68%"
"Dec 03, 2019","1.47","1.51","1.51","1.46","10.07M","-2.00%"
"Dec 02, 2019","1.50","1.51","1.51","1.50","2.45M","0.00%"
"Nov 29, 2019","1.50","1.53","1.53","1.48","9.80M","-1.96%"
"Nov 28, 2019","1.53","1.54","1.54","1.50","5.21M","-0.65%"
"Nov 27, 2019","1.54","1.53","1.54","1.52","5.58M","0.65%"
"Nov 26, 2019","1.53","1.53","1.53","1.51","15.21M","0.00%"
"Nov 25, 2019","1.53","1.53","1.53","1.53","4.42M","0.00%"
"Nov 22, 2019","1.53","1.52","1.54","1.52","6.96M","0.00%"
"Nov 21, 2019","1.53","1.53","1.53","1.51","5.06M","0.00%"
"Nov 20, 2019","1.53","1.53","1.54","1.52","5.14M","0.00%"
"Nov 19, 2019","1.53","1.52","1.54","1.51","13.69M","0.66%"
"Nov 18, 2019","1.52","1.50","1.52","1.50","3.23M","1.33%"
"Nov 15, 2019","1.50","1.50","1.52","1.50","6.04M","0.00%"
"Nov 14, 2019","1.50","1.48","1.50","1.47","7.21M","1.35%"
"Nov 13, 2019","1.48","1.47","1.48","1.45","4.54M","0.68%"
"Nov 12, 2019","1.47","1.47","1.47","1.45","4.74M","0.00%"
"Nov 11, 2019","1.47","1.45","1.48","1.45","5.65M","1.38%"
"Nov 08, 2019","1.45","1.47","1.48","1.44","9.02M","-1.36%"
"Nov 07, 2019","1.47","1.46","1.47","1.45","8.34M","0.68%"
"Nov 06, 2019","1.46","1.50","1.50","1.45","10.76M","-2.67%"
"Nov 05, 2019","1.50","1.51","1.51","1.50","8.43M","-0.66%"
"Nov 04, 2019","1.51","1.47","1.52","1.47","14.76M","2.72%"
"Nov 01, 2019","1.47","1.46","1.47","1.45","6.70M","1.38%"
"Oct 31, 2019","1.45","1.47","1.48","1.45","4.02M","-1.36%"
"Oct 30, 2019","1.47","1.47","1.47","1.46","9.19M","0.68%"
"Oct 29, 2019","1.46","1.47","1.47","1.44","5.88M","0.69%"
"Oct 25, 2019","1.45","1.46","1.46","1.45","919.20K","-0.68%"
"Oct 24, 2019","1.46","1.46","1.47","1.45","2.59M","0.00%"
"Oct 23, 2019","1.46","1.45","1.46","1.44","3.53M","0.69%"
"Oct 22, 2019","1.45","1.45","1.46","1.44","4.59M","0.00%"
"Oct 21, 2019","1.45","1.45","1.45","1.44","5.59M","0.69%"
"Oct 18, 2019","1.44","1.45","1.45","1.44","3.03M","-0.69%"
"Oct 17, 2019","1.45","1.43","1.45","1.43","7.56M","1.40%"
"Oct 16, 2019","1.43","1.42","1.43","1.42","8.49M","0.70%"
"Oct 15, 2019","1.42","1.42","1.43","1.40","17.19M","0.00%"
"Oct 14, 2019","1.42","1.44","1.46","1.42","11.10M","-0.70%"
"Oct 11, 2019","1.43","1.44","1.44","1.42","10.19M","-0.69%"
"Oct 10, 2019","1.44","1.46","1.46","1.43","15.34M","-1.37%"
"Oct 09, 2019","1.46","1.49","1.49","1.44","22.35M","-2.01%"
"Oct 08, 2019","1.49","1.51","1.51","1.48","11.71M","-0.67%"
"Oct 07, 2019","1.50","1.49","1.52","1.49","13.75M","0.67%"
"Oct 04, 2019","1.49","1.50","1.51","1.48","10.38M","0.00%"
"Oct 03, 2019","1.49","1.50","1.50","1.49","4.83M","-0.67%"
"Oct 02, 2019","1.50","1.49","1.51","1.49","12.90M","0.00%"
"Oct 01, 2019","1.50","1.49","1.51","1.47","10.11M","1.35%"
"Sep 30, 2019","1.48","1.53","1.54","1.48","16.69M","-2.63%"
"Sep 27, 2019","1.52","1.57","1.58","1.52","12.03M","-3.18%"
"Sep 26, 2019","1.57","1.57","1.58","1.54","14.68M","-0.63%"
"Sep 25, 2019","1.58","1.58","1.58","1.57","14.21M","0.00%"
"Sep 24, 2019","1.58","1.57","1.58","1.57","5.71M","0.00%"
"Sep 23, 2019","1.58","1.58","1.58","1.57","21.88M","0.00%"
"Sep 20, 2019","1.58","1.58","1.58","1.57","18.50M","0.00%"
"Sep 19, 2019","1.58","1.60","1.60","1.57","7.17M","-0.63%"
"Sep 18, 2019","1.59","1.59","1.60","1.57","9.17M","-0.62%"
"Sep 17, 2019","1.60","1.59","1.60","1.58","7.03M","0.00%"
"Sep 13, 2019","1.60","1.59","1.60","1.58","9.53M","0.00%"
"Sep 12, 2019","1.60","1.59","1.60","1.58","11.32M","1.27%"
"Sep 11, 2019","1.58","1.58","1.59","1.57","19.63M","0.64%"
"Sep 10, 2019","1.57","1.57","1.58","1.57","10.38M","0.00%"
"Sep 06, 2019","1.57","1.57","1.58","1.56","5.40M","0.00%"
"Sep 05, 2019","1.57","1.57","1.57","1.56","10.82M","0.64%"
"Sep 04, 2019","1.56","1.57","1.57","1.56","7.60M","-0.64%"
"Sep 03, 2019","1.57","1.58","1.59","1.57","7.01M","-0.63%"
"Aug 30, 2019","1.58","1.56","1.58","1.56","12.19M","1.28%"
"Aug 29, 2019","1.56","1.55","1.56","1.54","6.33M","0.65%"
"Aug 28, 2019","1.55","1.55","1.55","1.54","9.00M","-0.64%"
"Aug 27, 2019","1.56","1.55","1.56","1.53","12.83M","0.65%"
"Aug 26, 2019","1.55","1.57","1.57","1.54","12.32M","-1.90%"
"Aug 23, 2019","1.58","1.53","1.58","1.52","10.48M","3.27%"
"Aug 22, 2019","1.53","1.50","1.54","1.50","7.01M","2.00%"
"Aug 21, 2019","1.50","1.50","1.51","1.49","4.89M","0.00%"
"Aug 20, 2019","1.50","1.51","1.53","1.49","5.58M","-0.66%"
"Aug 19, 2019","1.51","1.49","1.52","1.49","4.40M","1.34%"
"Aug 16, 2019","1.49","1.49","1.50","1.49","3.93M","-0.67%"
"Aug 15, 2019","1.50","1.49","1.50","1.48","5.37M","0.00%"
"Aug 14, 2019","1.50","1.50","1.51","1.50","9.57M","0.00%"
"Aug 13, 2019","1.50","1.51","1.51","1.50","6.58M","-0.66%"
"Aug 09, 2019","1.51","1.52","1.52","1.50","5.15M","-0.66%"
"Aug 08, 2019","1.52","1.53","1.53","1.52","7.40M","-0.65%"
"Aug 07, 2019","1.53","1.53","1.54","1.52","11.83M","0.00%"
"Aug 06, 2019","1.53","1.50","1.57","1.49","27.67M","1.32%"
"Aug 05, 2019","1.51","1.52","1.52","1.50","14.69M","-0.66%"
"Aug 02, 2019","1.52","1.52","1.52","1.51","12.63M","0.00%"
"Aug 01, 2019","1.52","1.51","1.53","1.50","8.80M","0.66%"
"Jul 31, 2019","1.51","1.54","1.54","1.50","16.67M","-1.95%"
"Jul 29, 2019","1.54","1.54","1.54","1.54","7.11M","0.00%"
"Jul 26, 2019","1.54","1.54","1.55","1.54","6.79M","0.00%"
"Jul 25, 2019","1.54","1.55","1.56","1.54","21.82M","-0.65%"
"Jul 24, 2019","1.55","1.55","1.55","1.54","4.48M","0.00%"
"Jul 23, 2019","1.55","1.54","1.55","1.54","6.53M","0.00%"
"Jul 22, 2019","1.55","1.55","1.56","1.54","10.33M","0.00%"
"Jul 19, 2019","1.55","1.56","1.57","1.54","16.91M","0.00%"
"Jul 18, 2019","1.55","1.54","1.56","1.53","22.16M","1.31%"
"Jul 17, 2019","1.53","1.55","1.55","1.53","10.89M","-1.29%"
"Jul 16, 2019","1.55","1.56","1.56","1.54","12.41M","-0.64%"
"Jul 15, 2019","1.56","1.58","1.58","1.55","21.63M","-1.27%"
"Jul 12, 2019","1.58","1.59","1.61","1.58","23.70M","0.00%"
"Jul 11, 2019","1.58","1.60","1.60","1.58","13.66M","-1.25%"
"Jul 10, 2019","1.60","1.60","1.60","1.59","4.73M","0.00%"
"Jul 09, 2019","1.60","1.61","1.62","1.59","16.92M","0.00%"
"Jul 08, 2019","1.60","1.61","1.62","1.60","15.79M","-0.62%"
"Jul 05, 2019","1.61","1.62","1.62","1.60","14.53M","-0.62%"
"Jul 04, 2019","1.62","1.63","1.63","1.61","11.33M","-0.61%"
"Jul 03, 2019","1.63","1.62","1.64","1.61","18.73M","1.87%"
"Jul 02, 2019","1.60","1.65","1.65","1.60","20.26M","-3.61%"
"Jul 01, 2019","1.66","1.65","1.67","1.64","6.97M","1.22%"
"Jun 28, 2019","1.64","1.64","1.65","1.63","18.11M","0.00%"
"Jun 27, 2019","1.64","1.66","1.66","1.64","9.69M","-1.20%"
"Jun 26, 2019","1.66","1.66","1.66","1.65","4.65M","0.61%"
"Jun 25, 2019","1.65","1.66","1.66","1.64","5.92M","-0.60%"
"Jun 24, 2019","1.66","1.67","1.67","1.65","9.89M","-0.60%"
"Jun 21, 2019","1.67","1.65","1.67","1.65","41.05M","1.83%"
"Jun 20, 2019","1.64","1.63","1.65","1.63","9.76M","0.61%"
"Jun 19, 2019","1.63","1.62","1.65","1.62","7.39M","0.62%"
"Jun 18, 2019","1.62","1.67","1.67","1.56","46.43M","-2.99%"
"Jun 17, 2019","1.67","1.68","1.69","1.67","13.69M","0.00%"
